code,name,mv_mean,amount_mean,num_days,profit
300347.SZ,泰格医药,8605573.893774591,871830.4261311475,122,2874163020.17
300357.SZ,我武生物,2495251.1354754097,130351.29521311476,122,337991284.82
300363.SZ,博腾股份,4605923.752741246,772690.5614672131,122,523915383.33
300373.SZ,扬杰科技,3386418.720373852,1029943.1294098361,122,768103337.9
300376.SZ,易事特,2150251.1697403933,508677.97748360655,122,515403900.76
300383.SZ,光环新网,2372642.488706697,478151.75774590165,122,836208334.39
300390.SZ,天华超净,4655351.136301476,1364651.5067540985,122,910697235.61
300408.SZ,三环集团,6975756.969679877,444573.23797540984,122,2010811421.49
300413.SZ,芒果超媒,7460388.608888484,720399.4315819672,122,2114090171.85
300418.SZ,昆仑万维,2347881.227640328,776917.3440491804,122,1546847991.45
300433.SZ,蓝思科技,8698983.412567426,817268.4812704918,122,2070242934.38
300450.SZ,先导智能,10618686.926455919,842013.0177295082,122,1584673046.04
300454.SZ,深信服,6625056.903981376,376724.20963934425,122,272857861.09
300457.SZ,赢合科技,1854846.162734787,337558.3610327869,122,311390993.43
300474.SZ,景嘉微,3918616.988793082,694300.2587786885,122,292740758.3
300476.SZ,胜宏科技,2280058.087532295,272338.50494262297,122,670424694.74
300482.SZ,万孚生物,1867995.5407148441,943482.0910983607,122,634433145.2
300496.SZ,中科创达,5422656.506165148,684397.6984754099,122,647269132.32
300498.SZ,温氏股份,12370676.582639392,806886.2435901639,122,-13404359150.48
300502.SZ,新易盛,1692233.9981357788,444016.95675409836,122,661926139.05
300529.SZ,健帆生物,3924802.7904870985,289635.41853278683,122,1196813354.44
300558.SZ,贝达药业,2803052.9106776062,200251.08901639344,122,383067840.44
300568.SZ,星源材质,2898018.9058606233,802541.4118196721,122,282895244.91
300595.SZ,欧普康视,4056235.0777408197,535502.1302131148,122,554737175.25
300601.SZ,康泰生物,6351603.621245008,547250.8745,122,1263377112.09
300604.SZ,长川科技,2733643.2305625,480853.8433928572,112,218236745.88
300618.SZ,寒锐钴业,2322897.5096566966,516125.10400819674,122,663166173.38
300628.SZ,亿联网络,7107211.136763442,191075.693647541,122,1616080443.77
300630.SZ,普利制药,2035419.9258532294,140466.7393114754,122,416603057.59
300661.SZ,圣邦股份,7476124.07291432,530168.6334754098,122,699389578.69
300672.SZ,国科微,2494091.8232969753,679265.2708278688,122,293078019.06
300676.SZ,华大基因,3566815.0916975415,397684.1108770492,122,1461536272.38
300677.SZ,英科医疗,2911007.887579238,790050.6790163935,122,7430075719.0
300682.SZ,朗新科技,3389682.691638213,202190.81542622953,122,846881629.38
300699.SZ,光威复材,3661233.513114754,454091.4401967213,122,758382679.09
300724.SZ,捷佳伟创,3217924.448296844,812236.2541557377,122,717399875.37
300725.SZ,药石科技,2207272.5554742296,447313.9374344262,122,486559403.95
300726.SZ,宏达电子,3228283.4429394673,253692.20426229507,122,816067640.88
300741.SZ,华宝股份,2434089.013114754,210460.15842622952,122,1004351986.0
300747.SZ,锐科激光,2240195.819959016,146309.2266557377,122,474252245.44
300748.SZ,金力永磁,2699300.2108342624,601253.499942623,122,453074198.53
300750.SZ,宁德时代,129571159.79971619,7627532.404565574,122,15931317900.0
300751.SZ,迈为股份,6162832.222690467,710085.6271393443,122,642802185.94
300759.SZ,康龙化成,9077375.968225721,675854.2562295082,122,1661028567.53
300760.SZ,迈瑞医疗,40865508.13811229,1362668.7925081966,122,8001553606.0
300763.SZ,锦浪科技,5567164.4973683115,703025.4669262295,122,473833499.69
300769.SZ,德方纳米,4937947.116776213,929611.5719918032,122,800592881.91
300773.SZ,拉卡拉,2052234.911147541,448131.428647541,122,1082584146.29
300775.SZ,三角防务,2226118.104193746,377208.84063934424,122,412288816.87
300776.SZ,帝尔激光,2268637.9588383115,305200.1398360656,122,381020267.65
300777.SZ,中简科技,2209954.4814118524,348489.6270081967,122,201265642.58
300782.SZ,卓胜微,9269789.835837312,1055021.6964344264,122,2134834604.14
300821.SZ,东岳硅材,2193177.049180328,376730.32175409835,122,1150634466.69
300832.SZ,新产业,3249457.3773656557,120063.17990163935,122,973696489.03
